status,waterfall_location
0,./data/observations/waterfalls/357c369b2a57e2c94eb6b25ff5599ffe7997e28363199549b8a103d006bd8169
1,./data/observations/waterfalls/9f90bd17f693f4153a7c3c79a97838122be6d42b359858a906b1e7404308dbd9
0,./data/observations/waterfalls/b551ef7160d6e01244bd7e0d7ade1daa7f5e0430da9b10ba9ed9665326660044
1,./data/observations/waterfalls/1ca7aaa27e2959dc34d21fd9c0b3f2a1ab9a48db3d1be0bd9fe6526ff5cff553
1,./data/observations/waterfalls/47d0e90dcebfe457a30c2948c56d59be304f05ca17bf39569a5fcc114857cd87
0,./data/observations/waterfalls/b585c588201c60371cdca3cb05ad1012532815d5736115e1f8a93b170e7a66e7
1,./data/observations/waterfalls/c6454edc80b1e7bf277439dbf375892f33c8bbe66161164c66f90e9f09f30a31
1,./data/observations/waterfalls/c3c719c93e8ece06e59ed9e31e68ba72e1932acbf2dd911c9ca3d2bba407b4be
0,./data/observations/waterfalls/c80b6bcb3b4701906ede7b46e09e2020e79ca53423806aa26fe9c633ca2af74c
0,./data/observations/waterfalls/804e50a8c6af5846e7973a7b80ad67f710a9f884523d2e61f713dbd3fce5f5e6
1,./data/observations/waterfalls/0c58648ec7aeb5605285e58cd036baff3149a303716a0e36722739e528bae6a1
1,./data/observations/waterfalls/3eca699bd15ec94e94f36ef7c646305c0ee3408ff72a7778991097d9c89c30fe
1,./data/observations/waterfalls/da7b045bfb944ef0a0151e2c1fe6f63560a6b24249a8c85386dcecd5d5a2bb67
1,./data/observations/waterfalls/be2d63de22fd8d7394f185f3aa569dde1799c5e1e42b975e1b2fa4e23a22c4c3
1,./data/observations/waterfalls/0b8341c0388af4514c134ee24c11bf0f84fced9cb14753cee481bd5d62b0f96a
1,./data/observations/waterfalls/1894cc50235a992fcc59d547072f2615f8edd18bde7d3d27c4273d9bcadee04f
0,./data/observations/waterfalls/3aed97f59a29f592c9bb8ea5cda998bafa671cbca4902b82d062a001cdb08f45
1,./data/observations/waterfalls/4ac032668e9a9e729446026c681f17fed75df60f48ace4f272ba64bb9a22a61b
0,./data/observations/waterfalls/7bdf74c050b027bfd08c08551ca2c5af19f1749cf6a0473b4452e32051b7e153
1,./data/observations/waterfalls/d5ca38c2756730bade51ff818e3b8aba8b0c65d744b3a7c92e60679f101ca9f8
1,./data/observations/waterfalls/7ba94658010ea80a7dd45f9dc3a35686fc5d9266b79b18015e949e08402cfe41
0,./data/observations/waterfalls/e89e3cff16a1b417150bb82d98bed9992b760858cbe4f165fb431cd102960be7
1,./data/observations/waterfalls/e11659be54cb5f8f055d34e390a8369349369e1c84bc54d0fc45e5fc5176695e
1,./data/observations/waterfalls/d38ab0d819e77b193b4d85534a6757d85b5d5b1b616f2e6a9a8fbfc03bbcb005
1,./data/observations/waterfalls/b5778202515653c6ab2613fe9176ffb4e42242c52f743550b503c2c703f6757f
1,./data/observations/waterfalls/9da42795a82879a7a9a231337a0dcffc780e18db898a37023a430dbf226718fc
1,./data/observations/waterfalls/d97bb28a67f9ffbd3ac64867e2d9e41c48acbffa7be8109da56dee029d35b571
1,./data/observations/waterfalls/3bca7b873b3e6097061f2a543666b74b8ce2273aa70ae1ffb35960778562587b
1,./data/observations/waterfalls/b841f9c48054e6f94fb5bc7d8df87335c110bcf93adb68d253ad64d9389b8621
1,./data/observations/waterfalls/482be0c0f0796bd449d9d474f1d2932135b83b9bd83339470fa375e371d61a7b
1,./data/observations/waterfalls/de78a428b4039eceb989e544dfcd97794652ffe2fbd9f092d7989d923f18f998
1,./data/observations/waterfalls/ed91d8915abd7279ad222e4173da279d431a99cd6aac69beb51077ff6064b771
0,./data/observations/waterfalls/044914b733bc34c4b5e10b5556a9f4c45d9f1ebec3fb8367bc5ddbb3057da036
0,./data/observations/waterfalls/4a3f62cb42bd70a1cf9e956814a3003606a0247e444e985b5231ac76291a208a
1,./data/observations/waterfalls/d916b9f525e5a5dbc3170888237821718cf6664b71db343dc05a6aaab1d53460
0,./data/observations/waterfalls/9d3074d4f9231075ddeda3fa8904273a232579a0d5c595ec0ee087c56d249300
1,./data/observations/waterfalls/d440eb569719516569d21b99e07301c1630518dc294a145bac04b318f48a0125
1,./data/observations/waterfalls/b4218c09d346a4fe2b4581101c58d93c1e77b85940fe53356219026511a19045
0,./data/observations/waterfalls/032b8b2b3d15a127f92233e20d850fc15485cce4bed3e5001a7d71a1b0a9e962
0,./data/observations/waterfalls/6bff30dbd2ad4735e46b55a87ce91de528ab8e168ddae9108cd6eda9191511e1
1,./data/observations/waterfalls/1ddc96e61cd110399a3e8dcb7279d9e296963667538b93e685655c02f83b590c
1,./data/observations/waterfalls/a9c770e5df8145bca054c6c4713811ff04bc5e8c4a485408cf12f04926224e84
1,./data/observations/waterfalls/23f623ecab184a3ac197a9a621408b0df9f670188439b86835b9ffaade521625
1,./data/observations/waterfalls/3635969b02fd0ff82a926e1ce37ed915fde8f4ed63ba30a7f323d5fecd87a76c
0,./data/observations/waterfalls/eb2a762599ed33c76745ff1a8304224d6b4f2491a911a424903e7f136950dc25
0,./data/observations/waterfalls/933139876faefa81ab23ff05dfe190bb62dae5f6431378f1f32920976dc0656d
1,./data/observations/waterfalls/b9b081b379f6449428516ecfbbd3a7c9ac5f3420381a5c8bd3e41fb637099db4
1,./data/observations/waterfalls/39b52b35caaef00938f6ace3f2c510de7efbbd356b2e203a8d97f3aaa5923d1e
1,./data/observations/waterfalls/19d1df9aeb03a1a33292c873b31216c8efb2bbaaa973bce03a36e280d37797d9
0,./data/observations/waterfalls/b91bd45920abbb95688a74744cac85d400db9003d3d91fb60c734c9c5304cd09
0,./data/observations/waterfalls/c048f36ff0d930b5d598f0aab9b92ef9910f06f223c4ac69ff6d0627d3ccc013
0,./data/observations/waterfalls/5a2051506b6d1f36e9972e7d1d0fe62365421e5feb74400f849c0da4df525f7a
1,./data/observations/waterfalls/ce11d51b7a0c9d4718aadde6534ded5a1a6483017b01af0810e49d81c40bd04d
1,./data/observations/waterfalls/a52bbf4c5aee064950f28d2aaec708370bf44939c5338dc8af625c2640238a98
0,./data/observations/waterfalls/3de7caf8ad6a9429b14722e0f68f101ed3867bdaa5a24dc51d19fbf331fc8877
1,./data/observations/waterfalls/cac2b817747b8dbdb9a2cb4d83096145d705eda1159aab7d8d749d5c93a81787
0,./data/observations/waterfalls/42a08adb21265f0dd457254d19a852daf2a41de03e2e1a74407fb83c7e5bae8f
0,./data/observations/waterfalls/6a501fca73d43036876fc90f7a48e6377889c2c348a21c06ea8b9808b6b97198
0,./data/observations/waterfalls/d0fdacebb620819d69b427220b425c4abf3075ea9fdacd5c744844ae7c4e9c20
1,./data/observations/waterfalls/b076c95187a9b64605b8a2af037952bbad41eaab29c53524389644620459a1f9
1,./data/observations/waterfalls/7f51f006502410cc40e8c80805931b8fbd8003c7395e502599cdaa2f78426108
0,./data/observations/waterfalls/e5a0fe339f9bc496579e855759b03212e07e7e1cab029872dcdf319d906cfa7e
0,./data/observations/waterfalls/11cc62ff12bd065967d11c1aa0a58252b77687e141e9f30132ed55e5682af965
0,./data/observations/waterfalls/46e5f0bab770be952f573d881f24cf0f08d0679a2126f55823e6f7fc456db677
0,./data/observations/waterfalls/a8ccd01ef8137e22b9ca1b0029b56e3459c34fbd2269c0f5bc25b8716bd11246
1,./data/observations/waterfalls/0573e6f175221e5c3cd80b63d4b7ab779972537a32c8822ae34b178d664b6e85
1,./data/observations/waterfalls/0f5dec88bf35e393abebda386ddf0db35087b0192407efe34fa7934717a0acaf
0,./data/observations/waterfalls/b6461a53cc2f53d2952d583869c169c8cbfc0f98661406e2ba111ee96adf1677
1,./data/observations/waterfalls/6f4c8715b829b20752b222e0140c7a5583df95ffe1c8f40e3b43d0d8ef0bb4b7
1,./data/observations/waterfalls/43857d592ac7918ec7ae8df8d9ac988964c3140ca83f7416e48546ece21cdfd0
1,./data/observations/waterfalls/4e11f0f0102d73d4ec050dcd638d4d2deb78a4e5a2de65d0e7fe5c61a61fe9b0
0,./data/observations/waterfalls/2cfb132f8ba516b6eb336a48d543009204ec71e799b84e789c3d182e50a45041
0,./data/observations/waterfalls/7373e0b10c33450ca226036af8d4b7ac70e03c637de270a9d6b8c39d0cbfb14e
1,./data/observations/waterfalls/5d368e921e098bee9d74e8480790c3372634314144f7ef4501ef5f46b6337256
1,./data/observations/waterfalls/be0b4463039da6ef5395fc8debb44f657546ea0f5ca012e742d96d27f9a3fc37
1,./data/observations/waterfalls/1ca99fa883aaeb62ceb595a6a0e7b9f3c33c3ae31372c1bf3f4931c28e7b16d6
0,./data/observations/waterfalls/c598efdf10edb7a94ba58cd8e6e807ef91c09b5c592d2393b005fe1f5cc9e0e8
1,./data/observations/waterfalls/5af9bd10e0f28659c52227174b4bb8e979e743848959d56685f4797990f07424
0,./data/observations/waterfalls/468014efe25f347fc9ce412eeb6bd33ea992cd8ab44a63cedf64ede8f2928e6e
1,./data/observations/waterfalls/e0d89232f9208d8f7d38b1345e6f9f4fa1427167f00f84e0067001fe1d59db4c
1,./data/observations/waterfalls/04e5e103eba99d0a6ed2781f96ce14369ecf160b80331ec3711434c4b70f48a0
1,./data/observations/waterfalls/9869dfd506ce565a3ac39660122b403c75ce6868c539c0c8b0e043f6b2f1d2a5
1,./data/observations/waterfalls/92729b1f7d4886de6e08b9531b4c6ace54ed53164180fd9e10e1fabe5c5013c8
1,./data/observations/waterfalls/e9384df898f9cf7f6343723cdb05b6d403e602bc86258051aab433373313e3ad
1,./data/observations/waterfalls/f084040e1cd70b00549305e90f8511597a9e18b98e06b4713fb19e5d2ad1f329
1,./data/observations/waterfalls/3da78bbd8f09958907d4635f7ab70f0be1b0040a22eeadaac693d90abb639307
0,./data/observations/waterfalls/33138a2982d9510d2317855fbf05a8055e80d8d970d34014e9c15b178202d97b
0,./data/observations/waterfalls/29a32ff27be26b85047f41467213c79cb7fc3668871db9537ac07e62894214ff
1,./data/observations/waterfalls/406b0c3d0655ba06e8aefba3eba0d633eea0d713cbbab713811b868d0f53e15b
1,./data/observations/waterfalls/879e36f1dd7d0d237927a5114204b6620b9e5cba57cc27aa2a8f27d2a37afa72
1,./data/observations/waterfalls/ad89a9940de6bc616a6de36c06bf0da3e96eb1a003a7aaa56a6b416c7805c240
0,./data/observations/waterfalls/da7b2c1fd2af94384a29045ee8421adf845277c554a2fff58703ac6ae5af0e15
1,./data/observations/waterfalls/cae93f17a5deb3d370618c7b5438dea6c5009a2949c5383c6a6d08ba422d0691
1,./data/observations/waterfalls/d0d0aa907d6bc1fdac6b7922ab6d6916c35f2f75e166899b85db3f26659081d3
0,./data/observations/waterfalls/4408115592837e4958c976231ff00ba403656e0660df650a2ad1b84fe96e3cb9
0,./data/observations/waterfalls/1f0fb9471d5111bb3063f4de965752d6d86eb37843512d8830f85d5c1eb7ff3b
1,./data/observations/waterfalls/058895ce249a7542d7d323e9a3bac838660776cc55514787477177ade8b15764
1,./data/observations/waterfalls/1023197584c30c8d8ffbc1bdf383c27f7a189dfd4fb184ba8ef01a7ff1cb25a9
1,./data/observations/waterfalls/65802fc3c19a6d3034dbddb1cf2bf5df9283a3abea6490a1405c7d1fed79ff57
1,./data/observations/waterfalls/141a3211be433b531387f99efd44b7c4b14ad2f0ecd248d9360dbec73888ad31
0,./data/observations/waterfalls/024f13f4c4bcd8c110f7a8cfa421edbd7a65d74d22a7f43d940693cd8107fe93
1,./data/observations/waterfalls/021560c34aaddf144c3835eaa3a9018aa5fcf452fe48c19a8ac2c12acc86a2b3
0,./data/observations/waterfalls/3dd2af68096d4776f26b3b6f269bdf3574457749d270d2bd0fd7d50acc40d9b5
0,./data/observations/waterfalls/dd67b5b95b92bd45b8a765bbaa493945f550d96ee8a12f9455019f55d547f951
1,./data/observations/waterfalls/4d58e1b1285e679b21fa623da13ab3e56f62f2cb90f1167f3ab9adbcb1c43d74
0,./data/observations/waterfalls/019648f4c5616386566cdc1a5b9c071f4ef6d860f1eba7a1b0b375663cb4207c
1,./data/observations/waterfalls/5b8e283c1ea8a0f7f50e921e15f528205f0b9f3eb674a160e5c12dfa7a0312f7
0,./data/observations/waterfalls/5665d348545465ff9fd12d2bf69f22de0234bc2e6906303f50d9a46248009a25
1,./data/observations/waterfalls/efb071af36db1b9354bc4648bb9b1c3530f2e01aef88e6a3df244d6283392257
1,./data/observations/waterfalls/d2d96e3f8ff8d3835db1a84948bb78c7547ab10ca20e59696338cc6687bfcdbe
0,./data/observations/waterfalls/d0c3bf113211d12de5ad2e765716c6e725c3659471105f5b63d610249fb50305
0,./data/observations/waterfalls/b5da2d525bc4162b086d69e0461743c951f5e0a5e0752a432a85433c1fdc7d6b
0,./data/observations/waterfalls/b3c777dce9bb52fb81ec2bd14e74e3b9ba9bf88d0716a36b6909a4b35be6a5d2
0,./data/observations/waterfalls/323c637aa41f3bba9ebc6f5d1944482356d3f5d2574b1cd05a6b18e1c9d0ee19
0,./data/observations/waterfalls/c08fdf25269b0311bc4e6c1fadf68e198f392c22fb8fd7eee7ea1c5cf3adb1b1
0,./data/observations/waterfalls/1b9626e4a2b33fd249fc712bb77a60789127f743486e91b6a5c934e65fa6b859
0,./data/observations/waterfalls/0d6a18eb088aeb0b092ed2195e9b47cd8d543c84061ae4152b8baad11f9daaff
0,./data/observations/waterfalls/4334194803357e2c2bc178d6c3ec6f0efa7e6c2f7b54bbb1101fa47ce2717dcc
0,./data/observations/waterfalls/db0b94a913783c9f5110dd8cca7273b647839828d40016b2cba8c5b9faab0a03
1,./data/observations/waterfalls/7800332526db9983b8a6d31c2d6c9ad42b4dfd05c6336f9e160cdfecd603168c
1,./data/observations/waterfalls/fbdad9bc6a51fd499578b9c2dc3dc048f8f25d60f31ced8b4540c3dbdd29ea98
0,./data/observations/waterfalls/19bc4d9b7a3897c8a7785de20270ee94f46dca23ed802544dfd5134e2dd689a5
1,./data/observations/waterfalls/dce49e7a4338ad942e0902702d1a9aa999e8b5bdd5924a235d3e3fa3ff86d5e7
1,./data/observations/waterfalls/c1fdd434ee0b9f85c912baf0ddef90b481527beb2a83fe56a03cb2f21d025b12
0,./data/observations/waterfalls/a60baa15690363a327ccfe38f5d2e68e6b31310486c35877349498f28366ae97
0,./data/observations/waterfalls/5ae4fe30d3e344bc540ef57e350ddca1a1745823eea67d6d8c57af7933fd16df
0,./data/observations/waterfalls/9eadd2aaff273aeacc211335e445464f3914d2c3ba9159e804318e8b2c1a3ca5
0,./data/observations/waterfalls/dd998e22c12133379f383ce70a4253532983d1666a4ed5bfebcfcecf7239ac47
0,./data/observations/waterfalls/ac8fe4bfe53de10400296366cf6d743f696538cce1b6645d38046ea05f83e182
0,./data/observations/waterfalls/d9692be01f62f63048752a020a494f830b3a5e93274b784a9de9dab117424447
0,./data/observations/waterfalls/8e1880d06d438cb1651b742bf5b881a300e8d49601d8dd3e508941f76de87d4b
0,./data/observations/waterfalls/988b80c9cac09c4c0c3ca40633c50f0b2a7cdd30d73089a5d31eb4e513247ad1
0,./data/observations/waterfalls/823a128d6b2d2763ab88ef312ae8d30bb1a19bd62e424174f058940c20ebc45a
0,./data/observations/waterfalls/efe31b5afbe4827008894d01ef3bc783499f5d26d619451aae7b5376eddb6aa5
1,./data/observations/waterfalls/c3dba149e763c2eeb8f6cdd61d15485d26995b54c7aff4b65aeee6cda7a695cc
0,./data/observations/waterfalls/ded9508cee61a87def07258abf2b5013103994e259aefe24f6b545ce16d3a718
1,./data/observations/waterfalls/56bccdb4861587180c041c9c87541a9576b400bbc2c24c4a3b55644e2d6afede
0,./data/observations/waterfalls/c41e8e1e3463ff8008358e310047cd2895eceeb01a037ee9fd56c468f3b4ee34
1,./data/observations/waterfalls/8bc713b0db0630b00f9d27682e495591722c5510418e4939e8b2e789cf09d4c7
1,./data/observations/waterfalls/6c7dccd84927ea5926708da618c16dcf5b658c6dc98d3d24764582cd6dc17ebc
0,./data/observations/waterfalls/2fd6a04f3479b3ca173b3f7beb22b791f91e3c442d3ebd11658f988ee77e12e8
0,./data/observations/waterfalls/50f0b9c72b2f498d6c86fa12500041a1b92f1d2aba69267162346b637883cf4a
1,./data/observations/waterfalls/cfe27329708cf45fb686ef3bfd57509a7c8e7179401131aa42262d83812bb779
0,./data/observations/waterfalls/954c7a66f8154416347b5cef6c8ddcdd495714d2d8ab17513642eb5e175e0be1
0,./data/observations/waterfalls/ffe95b80c02c8475dacc6cbb7b049c94b131f6b370add03d0fbfc84e61a9be0f
0,./data/observations/waterfalls/89205a60b95f60ac6f2bcef5fb94e956d6b9ca27fd4f3d7ead214e5d20ea34ac
0,./data/observations/waterfalls/074a71e2cf635e1291bea61b237f2f55fdeea60d874519a4b9947c708716ae7a
1,./data/observations/waterfalls/51eb6249a27ff721dcd3295b755fa9614594a95a03173bb4d1aea67eca27b593
0,./data/observations/waterfalls/45e5dfea15a903ddde964a29c9d58ea42a88e31ff881b04d9b2fd7b84b11f271
1,./data/observations/waterfalls/53e9f85bb4853588956126ff2d242bcd2cf82b631706afc2f1558f30a369b740
0,./data/observations/waterfalls/997fbeea11a8fd35b4da02f2fbe5bcff802eddd05d4c946a93e173bd6e2c3b75
1,./data/observations/waterfalls/d70f7416fdceb4f643724f4c5f7824e1691a62db6f4053c3d2f9abfd10b27fad
1,./data/observations/waterfalls/c899133f86f3c55921149edce27df5251cd7a50952da799e332aeebc080c00c7
0,./data/observations/waterfalls/7fcfe2af0bc7f1bf1f0faca3d360cff541b966090fee69309fc874423630996c
0,./data/observations/waterfalls/f5c784bad4cf7f4876c3962207f872257cf22abbb4606e373908c37d96367f12
0,./data/observations/waterfalls/0d8591814785463df2d18c437788f4399962d7f13a4465d54daab6bcafa1425b
1,./data/observations/waterfalls/8330c83cf77d7820b97f87719be182d596782049b6a8edabccae0f49737c7dfc
1,./data/observations/waterfalls/b6eaff10575edac8839df92971dc881a9047c5b03745110474bb5787ac0a2699
1,./data/observations/waterfalls/c60c75f342dc3714b1d178e51e400667075ab15b7e27e1161237ea50c95f1b59
1,./data/observations/waterfalls/7797f16fd9e30e672ffb31173a6a0ab7be52f62667366fbe9d5a0f6a42658b46
1,./data/observations/waterfalls/b138ca7682f07d2c87805f4d816a80a0ce3b0a3352ada69e57237e95d32dc087
1,./data/observations/waterfalls/c36c2f96eceb74ac964875ccf9d1f07b255002e303eb60d4e3b8dda9e1f223da
1,./data/observations/waterfalls/d3c119943f413a96e6296d2a0bbcb7ba591fbd9ba286a625271fd14a99b315d9
0,./data/observations/waterfalls/50eb3d58ef1fefe1df92282f03f6209f91eab90cfef5384ed83dc9cf7ea7e208
0,./data/observations/waterfalls/b772bc3faa05a13e2d0bf41a2e45c972eb90bdce97c79e41ba0c17a3dbd1f348
1,./data/observations/waterfalls/4f364509febd98ea4cbfcbb977851daff5dcdf2c968d61f08f313753e57316c0
1,./data/observations/waterfalls/52e56ef2047385c354c7be37eeb053d14694ab567ceb39b7dffdcd14b57b3a5f
0,./data/observations/waterfalls/8ebad884d048d65d6099ad2a71225b50b06272db737aa186d35aac871b000936
1,./data/observations/waterfalls/d32b0da5dd561dde1eb24691928a8e9e44e07add1aad34dcd0acc2dfe32a031f
1,./data/observations/waterfalls/410d0f08004b7712c5b75baaad2282d7d6aaf05ea1dcda7e7880d03df362303b
0,./data/observations/waterfalls/6b29f049e24a937004208334c3934713ae0ae3dc2cd34e95f71326250521678a
0,./data/observations/waterfalls/7534e7ec3397f7405c797f7f8c5202eca79f62780f8c2acabe5e724d47844b2c
0,./data/observations/waterfalls/e28c72b2221f08dfc2874e9b98857fb4d3256067275537ac7444823969fecdcd
1,./data/observations/waterfalls/b05d9f4ef21472592e69b729165f828e8ba44c12f8d809c1ad9cd50783deb4ca
